"row","column","well_index","Condition","N_cells","mean_dist","median_dist","close_alleles"
9,19,"I19","c7, Light",3563,0.653728866376551,0.555795701276305,0.149459193706981
9,5,"I5","c7, Dark",3507,0.755712936411287,0.690392302348105,0.0906883747500714
