"row","column","well_index","Condition","N_cells","mean_dist","median_dist","close_alleles"
8,19,"H19","OptoLoop-Light",3355,0.615058294273589,0.477713679930427,0.191499299392807
8,5,"H5","OptoLoop-Dark",3541,0.751239655782906,0.663883641808255,0.109714623687713
9,19,"I19","LADL-Light",2788,0.643808582829025,0.537950312199642,0.157723577235772
9,5,"I5","LADL-Dark",3458,0.781227356777931,0.711753015651619,0.0932352941176471
