"row","column","well_index","Condition","N_cells","mean_dist","median_dist","close_alleles","normalized_close_alleles"
9,19,"I19","Light",7765,0.540532477850645,0.494008711969292,0.179662145294167,0.991565577318614
9,20,"I20","RNA-Light",6615,0.491348604543279,0.432666046395966,0.244420569419349,1.34897099568759
9,5,"I5","Dark",6487,0.533117745110204,0.488314728103112,0.181190381558029,1
9,6,"I6","RNA-Dark",6614,0.518756559685653,0.465270509452784,0.208687164470473,1.15175630558313
