"light","total_cells","avg_rna_spots","avg_total_rna_int","norm_avg_total_rna_int"
"Ctrl",2166,1.00969529085873,5722.79708531376,96.0345464863754
"gRNA",2381,0.853842923141537,4567.13692747985,76.6413550984148
