"light","statistic","df","p_value"
"clone1-Dark",2.1811505636624,2,0.336023130091175
"clone1-Light",0.0442438576030881,2,0.978120966663002
"clone3-Dark",3.66179319333677,2,0.160269805962553
"clone3-Light",0.367330245267573,2,0.83221444695055
"clone7-Dark",0.00886412668703153,2,0.995577743755314
"clone7-Light",1.54301174669294,2,0.462316353986017
