"light","total_cells","avg_rna_spots","avg_total_rna_int","norm_avg_total_rna_int"
"Ctrl",2470,1.04696356275304,3281.09606267822,95.1737512291176
"gRNA",3075,0.737560975609756,2295.72753862198,66.5914674477091
