"row","column","well_index","Condition","N_cells","mean_dist","median_dist","close_alleles"
8,12,"H12","Ctrl",2470,0.563262740126677,0.523998589884733,0.157875787578758
9,12,"I12","gRNA",3075,0.474539666169381,0.414279339634193,0.269412747008071
